,Unnamed: 0,links,names,ratings,price for one,cuisine,no of cisine,delivery time,location,outlets,home_delivery,takeaway_available,vegetarian_only,indoor_seating
553,553,https://www.zomato.com/hyderabad/saudagar-kalyani-biryani-and-tahari-falaknuma,Saudagar Kalyani Biryani And Tahari,4.4,₹500 for one,Biryani,1,43 min,"Falaknuma, Hyderabad",0,yes,yes,no,yes
554,554,https://www.zomato.com/hyderabad/acme-candy-food-malakpet,Acme Candy Food,-,₹500 for one,Desserts,1,37 min,"Malakpet, Hyderabad",0,no,no,yes,no
555,555,https://www.zomato.com/hyderabad/aroha-restaurant-1-lakdikapul,Aroha Restaurant,-,₹500 for one,"South Indian, Chinese, Biryani, North Indian, Mughlai",5,57 min,"Lakdikapul, Hyderabad",0,yes,yes,no,yes
556,556,https://www.zomato.com/hyderabad/sandwich-box-malakpet,Sandwich Box,4.3,₹500 for one,"Sandwich, Fast Food, North Indian",3,41 min,"Malakpet, Hyderabad",0,yes,yes,no,no
557,557,https://www.zomato.com/hyderabad/loukya-tasty-hub-begum-bazaar,Loukya Tasty Hub,3.4,₹500 for one,"Fast Food, Pizza",2,59 min,"Begum Bazaar, Hyderabad",0,yes,yes,no,no
558,558,https://www.zomato.com/hyderabad/panthashala-1-charminar,Panthashala,4.0,₹500 for one,"Chinese, North Indian, Biryani",3,36 min,"Charminar, Hyderabad",0,yes,yes,no,yes
559,559,https://www.zomato.com/hyderabad/cups-puffs-4-malakpet,Cups & Puffs,-,₹500 for one,"Fast Food, Street Food, Healthy Food, Beverages",4,45 min,"Malakpet, Hyderabad",0,yes,yes,no,yes
560,560,https://www.zomato.com/hyderabad/shawarma-corner-more-charminar,Shawarma Corner & More,-,₹500 for one,"Shawarma, Fast Food",2,40 min,"Charminar, Hyderabad",0,yes,yes,no,no
561,561,https://www.zomato.com/hyderabad/raju-rani-inti-ruchulu-dilsukhnagar,Raju Rani Inti Ruchulu,3.4,₹100 for one,Mughlai,1,50 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,no
562,562,https://www.zomato.com/hyderabad/village-style-dal-109-verities-curries-saroor-nagar,Village Style Dal 109 Verities Curries,3.5,₹100 for one,South Indian,1,49 min,"Saroor Nagar, Hyderabad",0,no,no,no,no
563,563,https://www.zomato.com/hyderabad/amma-chapathi-pulkha-roti-point-dilsukhnagar,Amma Chapathi Pulkha Roti Point,3.5,₹100 for one,South Indian,1,55 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
564,564,https://www.zomato.com/hyderabad/sundae-everyday-ice-creams-dilsukhnagar,Sundae Everyday Ice Creams,4.0,₹100 for one,"Ice Cream, Desserts, Shake",3,51 min,"Dilsukhnagar, Hyderabad",10,no,no,no,no
565,565,https://www.zomato.com/hyderabad/cakes-hub-banjara-hills,Cakes Hub,3.5,₹100 for one,Bakery,1,Currently not accepting orders,"Banjara Hills, Hyderabad",0,no,no,no,no
566,566,https://www.zomato.com/hyderabad/50-fruits-mehdipatnam,50 Fruits,3.7,₹100 for one,"Beverages, Street Food, Sandwich, Salad, Shake, Juices",6,Currently not accepting orders,"Mehdipatnam, Hyderabad",0,yes,yes,no,yes
567,567,https://www.zomato.com/hyderabad/hotel-brundavan-pride-dilsukhnagar,Hotel Brundavan Pride,4.3,₹100 for one,"Chinese, North Indian",2,51 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,yes
568,568,https://www.zomato.com/hyderabad/d-lite-shakes-snacks-dilsukhnagar,D-Lite Shakes & Snacks,3.5,₹100 for one,"Beverages, Shake, Fast Food",3,49 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,yes
569,569,https://www.zomato.com/hyderabad/de-fresh-arabian-grill-mehdipatnam,De Fresh Arabian Grill,4.0,₹100 for one,"Burger, Pizza, Fast Food, Shake",4,Currently not accepting orders,"Mehdipatnam, Hyderabad",0,yes,yes,no,yes
570,570,https://www.zomato.com/hyderabad/mccafe-by-mcdonalds-necklace-road,McCafe by McDonald's,3.2,₹100 for one,"Cafe, Coffee, Shake, Fast Food, Desserts",5,Currently not accepting orders,"Prasads Multiplex, Necklace Road, Hyderabad",5,yes,yes,no,yes
571,571,https://www.zomato.com/hyderabad/sri-siddhi-vinayaka-tiffins-meals-sweets-dilsukhnagar,"Sri Siddhi Vinayaka Tiffins, Meals & Sweets",4.3,₹100 for one,South Indian,1,42 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,yes
572,572,https://www.zomato.com/hyderabad/1-2-andhra-meals-dilsukhnagar,1/2 Andhra Meals,3.3,₹100 for one,Andhra,1,49 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
573,573,https://www.zomato.com/hyderabad/inti-pandiri-bojanalu-saroor-nagar,Inti Pandiri Bojanalu,3.2,₹200 for one,"South Indian, Andhra",2,60 min,"Saroor Nagar, Hyderabad",0,no,no,no,no
574,574,https://www.zomato.com/hyderabad/sri-vaibhav-tiffins-dilsukhnagar,Sri Vaibhav Tiffins,4.2,₹200 for one,South Indian,1,42 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,yes
575,575,https://www.zomato.com/hyderabad/way-up-waffles-dilsukhnagar,Way Up Waffles,New,₹200 for one,Waffle,1,51 min,"Dilsukhnagar, Hyderabad",2,yes,yes,no,no
576,576,https://www.zomato.com/hyderabad/rime-ice-cream-chandrayanagutta,Rime Ice Cream,-,₹200 for one,"Ice Cream, Desserts, Waffle, Street Food",4,51 min,"Chandrayanagutta, Hyderabad",0,yes,yes,yes,yes
577,577,https://www.zomato.com/hyderabad/lassi-and-cream-saroor-nagar,Lassi And Cream,3.8,₹200 for one,"Beverages, Ice Cream, Desserts, Shake",4,52 min,"Saroor Nagar, Hyderabad",0,yes,yes,no,no
578,578,https://www.zomato.com/hyderabad/occasionkart-cakes-dilsukhnagar,Occasionkart Cakes,3.9,₹200 for one,"Bakery, Desserts, Pizza, Sandwich, Burger, Fast Food",6,55 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,no
579,579,https://www.zomato.com/hyderabad/anni-rakala-amma-vantalu-dilsukhnagar,Anni Rakala Amma Vantalu,4.3,₹200 for one,"South Indian, Street Food",2,51 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
580,580,https://www.zomato.com/hyderabad/andra-ayagari-bojanam-mess-dilsukhnagar,Andra Ayagari Bojanam Mess,3.9,₹200 for one,"South Indian, Andhra",2,49 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
581,581,https://www.zomato.com/hyderabad/food-street-mehdipatnam,Food Street,3.8,₹200 for one,"North Indian, Mughlai, Chinese, Fast Food, Kebab, Biryani, Desserts, Beverages",8,55 min,"Mehdipatnam, Hyderabad",0,yes,yes,no,yes
582,582,https://www.zomato.com/hyderabad/sweet-land-loops-banjara-hills,Sweet Land Loops,3.2,₹200 for one,"Waffle, Desserts, Fast Food, Shake, Beverages",5,71 min,"Banjara Hills, Hyderabad",3,yes,yes,no,yes
583,583,https://www.zomato.com/hyderabad/juice-com-mehdipatnam,Juice.com,-,₹200 for one,"Juices, Fast Food",2,65 min,"Mehdipatnam, Hyderabad",0,yes,yes,no,yes
584,584,https://www.zomato.com/hyderabad/mithai-mandir-dilsukhnagar,Mithai Mandir,3.6,₹200 for one,"Mithai, Street Food",2,47 min,"Dilsukhnagar, Hyderabad",2,yes,yes,yes,no
585,585,https://www.zomato.com/hyderabad/chittemma-homely-bagara-rice-curries-dilsukhnagar,Chittemma Homely Bagara Rice Curries,3.5,₹100 for one,South Indian,1,52 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,no
586,586,https://www.zomato.com/hyderabad/your-family-foods-dilsukhnagar,Your Family Foods,3.8,₹100 for one,"South Indian, North Indian",2,51 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,no
587,587,https://www.zomato.com/hyderabad/sudha-ramya-homely-curry-point-mess-dilsukhnagar,Sudha Ramya Homely Curry Point  Mess,3.1,₹100 for one,"South Indian, Andhra",2,51 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
588,588,https://www.zomato.com/hyderabad/feng-shui-local-dabha-dilsukhnagar,Feng Shui Local Dabha,New,₹100 for one,"North Indian, Mughlai, Chinese, Fast Food",4,50 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
589,589,https://www.zomato.com/hyderabad/gobblers-rolls-bowls-khairatabad,Gobblers Rolls & Bowls,3.8,₹100 for one,"North Indian, Rolls, Beverages",3,Currently not accepting orders,"Khairatabad, Hyderabad",0,no,no,no,no
590,590,https://www.zomato.com/hyderabad/anus-food-court-dilsukhnagar,Anu's Food Court,3.9,₹100 for one,"South Indian, Chinese, Street Food, Fast Food, Biryani, North Indian, Desserts, Beverages",8,51 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
591,591,https://www.zomato.com/hyderabad/100k-family-bojanam-curries-dilsukhnagar,100k Family Bojanam Curries,4.0,₹100 for one,South Indian,1,54 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
592,592,https://www.zomato.com/hyderabad/chicken-meal-and-veg-meal-100-family-verities-dilsukhnagar,Chicken Meal And Veg Meal 100 Family Verities,New,₹100 for one,Street Food,1,54 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
593,593,https://www.zomato.com/hyderabad/blend-healthy-combination-dilsukhnagar,Blend Healthy Combination,3.3,₹100 for one,"Beverages, Shake, Coffee",3,56 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,no
594,594,https://www.zomato.com/hyderabad/mini-food-court-dilsukhnagar,Mini Food Court,3.7,₹100 for one,South Indian,1,52 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
595,595,https://www.zomato.com/hyderabad/cakes-online-2-mehdipatnam,Cakes Online,3.6,₹100 for one,"Bakery, Desserts",2,Currently not accepting orders,"Mehdipatnam, Hyderabad",3,no,no,no,no
596,596,https://www.zomato.com/hyderabad/emmy-biryani-saroor-nagar,Emmy Biryani,-,₹100 for one,"Biryani, South Indian, North Indian, Seafood, Chinese, Sichuan, Shawarma, Fast Food",8,43 min,"Saroor Nagar, Hyderabad",0,no,no,no,no
597,597,https://www.zomato.com/hyderabad/chawoosh-tiffins-and-fast-food-chandrayanagutta,Chawoosh Tiffins And Fast Food,3.9,₹50 for one,Chinese,1,41 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,yes
598,598,https://www.zomato.com/hyderabad/moon-bean-malakpet,Moon Bean,3.7,₹50 for one,"Chinese, North Indian, Continental, Fast Food, Kebab, Biryani, Beverages",7,50 min,"Malakpet, Hyderabad",0,yes,yes,no,yes
599,599,https://www.zomato.com/hyderabad/mashaallah-chaakna-charminar,Mashaallah Chaakna,4.1,₹50 for one,Hyderabadi,1,30 min,"Charminar, Hyderabad",0,yes,yes,no,no
600,600,https://www.zomato.com/hyderabad/al-mattam-mandi-malakpet,Al Mattam Mandi,-,₹50 for one,"Mandi, Arabian",2,52 min,"Malakpet, Hyderabad",0,yes,yes,no,no
601,601,https://www.zomato.com/hyderabad/new-chotus-ghansi-bazaar,New Chotu's,3.5,₹50 for one,South Indian,1,32 min,"Ghansi Bazaar, Hyderabad",0,yes,yes,yes,no
602,602,https://www.zomato.com/hyderabad/meraj-naan-lakdikapul,Meraj Naan,4.0,₹50 for one,North Indian,1,37 min,"Lakdikapul, Hyderabad",0,yes,yes,yes,no
603,603,https://www.zomato.com/hyderabad/as-deccan-chai-milkshakes-charminar,AS Deccan Chai & Milkshakes,3.7,₹50 for one,"Shake, Tea, Beverages, Street Food",4,38 min,"Charminar, Hyderabad",0,yes,yes,no,no
604,604,https://www.zomato.com/hyderabad/madina-darbar-lakdikapul,Madina Darbar,3.9,₹50 for one,"North Indian, Chinese, Shawarma",3,57 min,"Lakdikapul, Hyderabad",0,yes,yes,no,no
605,605,https://www.zomato.com/hyderabad/dollar-the-cloud-nampally,Dollar The Cloud,-,₹50 for one,"Momos, Rolls, Street Food",3,44 min,"Nampally, Hyderabad",0,no,no,no,no
606,606,https://www.zomato.com/hyderabad/five-star-attapur,Five Star,New,₹50 for one,"Fast Food, Burger, Rolls",3,38 min,"Attapur, Hyderabad",3,yes,yes,no,yes
607,607,https://www.zomato.com/hyderabad/s-m-z-paratha-charminar,S M Z Paratha,3.8,₹50 for one,North Indian,1,47 min,"Charminar, Hyderabad",0,no,no,yes,no
608,608,https://www.zomato.com/hyderabad/tasty-and-quick-pizza-kitchen-malakpet,Tasty And Quick Pizza Kitchen,4.3,₹50 for one,"Pizza, Fast Food",2,48 min,"Malakpet, Hyderabad",0,no,no,no,no
609,609,https://www.zomato.com/hyderabad/bakers-paradise-dilsukhnagar,Bakers Paradise,-,₹100 for one,"Bakery, Fast Food, Desserts",3,48 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,yes
610,610,https://www.zomato.com/hyderabad/mini-box-house-of-curries-dilsukhnagar,Mini Box House Of Curries,3.4,₹100 for one,South Indian,1,51 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
611,611,https://www.zomato.com/hyderabad/1-kg-curries-dilsukhnagar,1 Kg Curries,3.3,₹100 for one,South Indian,1,50 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
612,612,https://www.zomato.com/hyderabad/rock-springs-food-court-dilsukhnagar,Rock Springs Food Court,4.1,₹100 for one,"North Indian, Biryani, Chinese, Sichuan",4,52 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,yes
613,613,https://www.zomato.com/hyderabad/telugu-vari-inti-ruchulu-dilsukhnagar,Telugu Vari Inti Ruchulu,3.6,₹100 for one,South Indian,1,49 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
614,614,https://www.zomato.com/hyderabad/shree-bake-cake-dilsukhnagar,Shree Bake & Cake,3.3,₹100 for one,"Bakery, Pizza, Burger, Fast Food",4,58 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
615,615,https://www.zomato.com/hyderabad/cakes-king-masab-tank,Cakes King,3.9,₹100 for one,"Bakery, Desserts",2,70 min,"Masab Tank, Hyderabad",0,no,no,no,no
616,616,https://www.zomato.com/hyderabad/alfa-sweets-1-masab-tank,Alfa Sweets,3.4,₹100 for one,"Mithai, Desserts",2,60 min,"Masab Tank, Hyderabad",0,yes,yes,yes,no
617,617,https://www.zomato.com/hyderabad/ss-restaurant-dilsukhnagar,SS Restaurant,-,₹100 for one,"Biryani, Chinese",2,51 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
618,618,https://www.zomato.com/hyderabad/biryani-crave-malakpet,Biryani Crave,-,₹100 for one,"Biryani, Kebab",2,60 min,"Malakpet, Hyderabad",0,no,no,no,no
619,619,https://www.zomato.com/hyderabad/chandni-chowk-banjara-hills,Chandni Chowk,3.7,₹100 for one,"Street Food, North Indian, Fast Food",3,61 min,"Banjara Hills, Hyderabad",2,no,no,no,no
620,620,https://www.zomato.com/hyderabad/cakes-99-banjara-hills,Cakes 99,3.6,₹100 for one,"Bakery, Desserts",2,59 min,"Banjara Hills, Hyderabad",3,yes,yes,no,no
621,621,https://www.zomato.com/hyderabad/pizza-plaza-1-dilsukhnagar,Pizza Plaza,3.6,₹150 for one,"Pizza, Burger, Fast Food",3,49 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
622,622,https://www.zomato.com/hyderabad/pulao-king-dilsukhnagar,Pulao King,3.6,₹150 for one,"Andhra, South Indian",2,51 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
623,623,https://www.zomato.com/hyderabad/vaah-kitchen-dilsukhnagar,Vaah Kitchen,-,₹150 for one,"South Indian, Chinese, Mughlai, Seafood, Biryani, Shawarma, Fast Food, Street Food",8,54 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
624,624,https://www.zomato.com/hyderabad/bucket-andhra-curries-and-bucket-telangana-meal-dilsukhnagar,Bucket Andhra Curries And Bucket  Telangana Meal,3.3,₹150 for one,"Andhra, South Indian",2,51 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
625,625,https://www.zomato.com/hyderabad/hyderabadi-food-court-masab-tank,Hyderabadi Food Court,-,₹150 for one,"Hyderabadi, North Indian, Mandi, Chinese, Biryani, Seafood, Desserts",7,59 min,"Masab Tank, Hyderabad",0,yes,yes,no,no
626,626,https://www.zomato.com/hyderabad/cakes-papaji-masab-tank,Cakes Papaji,3.3,₹150 for one,"Bakery, Desserts",2,70 min,"Masab Tank, Hyderabad",0,no,no,no,no
627,627,https://www.zomato.com/hyderabad/igp-cakes-mehdipatnam,IGP Cakes,4.0,₹150 for one,"Bakery, Desserts",2,50 min,"Mehdipatnam, Hyderabad",0,no,no,yes,no
628,628,https://www.zomato.com/hyderabad/healthy-hunger-box-banjara-hills,Healthy Hunger Box,-,₹150 for one,"Healthy Food, Pizza, Street Food, Fast Food",4,61 min,"Banjara Hills, Hyderabad",0,yes,yes,no,no
629,629,https://www.zomato.com/hyderabad/house-of-curries-point-and-mess-dilsukhnagar,House Of Curries Point And Mess,3.3,₹150 for one,"South Indian, North Indian",2,54 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
630,630,https://www.zomato.com/hyderabad/kiranmai-food-court-dilsukhnagar,Kiranmai Food Court,3.9,₹150 for one,"South Indian, Andhra",2,52 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
631,631,https://www.zomato.com/hyderabad/cost-to-cost-curry-point-dilsukhnagar,Cost To Cost Curry Point,3.4,₹150 for one,South Indian,1,49 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
632,632,https://www.zomato.com/hyderabad/cakes-online-banjara-hills,Cakes Online,4.0,₹150 for one,"Bakery, Desserts",2,63 min,"Banjara Hills, Hyderabad",2,yes,yes,no,no
633,633,https://www.zomato.com/hyderabad/rich-cake-wala-falaknuma,Rich Cake Wala,4.5,₹100 for one,"Bakery, Desserts",2,43 min,"Falaknuma, Hyderabad",2,yes,yes,no,no
634,634,https://www.zomato.com/hyderabad/bubji-restaurant-falaknuma,Bubji Restaurant,New,₹100 for one,"North Indian, Fast Food, Chinese",3,51 min,"Falaknuma, Hyderabad",0,yes,yes,no,no
635,635,https://www.zomato.com/hyderabad/star-paan-shop-ghansi-bazaar,Star Paan Shop,4.3,₹100 for one,"Paan, Ice Cream",2,27 min,"Ghansi Bazaar, Hyderabad",0,yes,yes,no,no
636,636,https://www.zomato.com/hyderabad/radhe-radhe-tiffins-rice-bowls-malakpet,Radhe Radhe Tiffins & Rice Bowls,-,₹100 for one,"South Indian, Street Food",2,48 min,"Malakpet, Hyderabad",0,yes,yes,yes,yes
637,637,https://www.zomato.com/hyderabad/anand-paan-shop-nampally,Anand Paan Shop,-,₹100 for one,Paan,1,33 min,"Nampally, Hyderabad",0,yes,yes,yes,no
638,638,https://www.zomato.com/hyderabad/quality-foods-nampally,Quality Foods,New,₹100 for one,Bakery,1,45 min,"Nampally, Hyderabad",0,no,no,no,no
639,639,https://www.zomato.com/hyderabad/the-shakes-lounge-malakpet,The Shakes Lounge,4.0,₹100 for one,"Beverages, Shake, Ice Cream",3,56 min,"Malakpet, Hyderabad",0,yes,yes,yes,no
640,640,https://www.zomato.com/hyderabad/al-jabami-arabian-mandi-malakpet,Al Jabami Arabian Mandi,-,₹100 for one,Mandi,1,49 min,"Malakpet, Hyderabad",0,no,no,no,no
641,641,https://www.zomato.com/hyderabad/al-rikab-arabian-mandi-restaurant-lakdikapul,Al Rikab Arabian Mandi Restaurant,New,₹100 for one,"Mandi, Arabian",2,47 min,"Lakdikapul, Hyderabad",0,yes,yes,no,yes
642,642,https://www.zomato.com/hyderabad/yaba-1-falaknuma,Yaba,New,₹100 for one,Chinese,1,49 min,"Falaknuma, Hyderabad",2,yes,yes,no,yes
643,643,https://www.zomato.com/hyderabad/new-satyanarayan-mithai-bhandar-begum-bazaar,New Satyanarayan Mithai Bhandar,4.2,₹100 for one,"Mithai, Desserts",2,30 min,"Begum Bazaar, Hyderabad",0,yes,yes,yes,no
644,644,https://www.zomato.com/hyderabad/sai-raghavendra-bakers-saroor-nagar,Sai Raghavendra Bakers,New,₹100 for one,Bakery,1,69 min,"Saroor Nagar, Hyderabad",0,yes,yes,no,no
645,645,https://www.zomato.com/hyderabad/sri-bhanu-tiffin-center-masab-tank,Sri Bhanu Tiffin Center,4.0,₹50 for one,"Andhra, Hyderabadi",2,38 min,"Masab Tank, Hyderabad",0,yes,yes,no,no
646,646,https://www.zomato.com/hyderabad/al-azaan-restaurant-lakdikapul,Al Azaan Restaurant,3.7,₹50 for one,"Rolls, Shawarma",2,64 min,"Lakdikapul, Hyderabad",0,no,no,no,no
647,647,https://www.zomato.com/hyderabad/ad-food-court-fast-food-center-masab-tank,AD Food Court & Fast Food Center,3.7,₹50 for one,"Chinese, Mughlai",2,49 min,"Masab Tank, Hyderabad",0,yes,yes,no,no
648,648,https://www.zomato.com/hyderabad/shawarmaz-lakdikapul,Shawarma'z,3.9,₹50 for one,Shawarma,1,62 min,"Lakdikapul, Hyderabad",0,no,no,no,no
649,649,https://www.zomato.com/hyderabad/lassi-more-masab-tank,Lassi & More,3.6,₹50 for one,"Coffee, Shake, Ice Cream, Beverages",4,47 min,"Masab Tank, Hyderabad",0,no,no,no,no
650,650,https://www.zomato.com/hyderabad/tinky-restaruant-begum-bazaar,Tinky Restaruant,-,₹50 for one,"South Indian, Seafood, Chinese, Biryani",4,51 min,"Begum Bazaar, Hyderabad",0,yes,yes,no,no
651,651,https://www.zomato.com/hyderabad/mohan-dhaba-begum-bazaar,Mohan Dhaba,-,₹50 for one,"North Indian, Biryani, Salad, Chinese",4,43 min,"Begum Bazaar, Hyderabad",0,yes,yes,yes,no
652,652,https://www.zomato.com/hyderabad/kunafa-nation-lakdikapul,Kunafa Nation,New,₹50 for one,Desserts,1,37 min,"Lakdikapul, Hyderabad",0,no,no,no,no
653,653,https://www.zomato.com/hyderabad/shawarma-delight-chandrayanagutta,Shawarma Delight,New,₹50 for one,Shawarma,1,47 min,"Chandrayanagutta, Hyderabad",0,no,no,no,no
654,654,https://www.zomato.com/hyderabad/hotel-aadaab-nampally,Hotel Aadaab,4.0,₹50 for one,"North Indian, Chinese, Biryani, Mughlai, Seafood",5,41 min,"Nampally, Hyderabad",0,yes,yes,no,yes
655,655,https://www.zomato.com/hyderabad/burger-bytes-lakdikapul,Burger Bytes,New,₹50 for one,"Fast Food, Burger, Sandwich",3,43 min,"Lakdikapul, Hyderabad",0,no,no,no,no
656,656,https://www.zomato.com/hyderabad/al-maskat-mandi-malakpet,Al Maskat Mandi,3.5,₹50 for one,"Mandi, North Indian",2,49 min,"Malakpet, Hyderabad",0,no,no,no,no
657,657,https://www.zomato.com/hyderabad/al-kusum-mandi-malakpet,Al - Kusum Mandi,-,₹200 for one,Mandi,1,46 min,"Malakpet, Hyderabad",0,no,no,no,no
658,658,https://www.zomato.com/hyderabad/broast-n-roast-charminar,Broast N Roast,New,₹200 for one,"Burger, Pizza, Shawarma, Fast Food",4,30 min,"Charminar, Hyderabad",0,no,no,no,no
659,659,https://www.zomato.com/hyderabad/as-tandori-matka-chai-lakdikapul,AS Tandori Matka Chai,4.0,₹200 for one,Tea,1,50 min,"Lakdikapul, Hyderabad",0,yes,yes,no,yes
660,660,https://www.zomato.com/hyderabad/pista-house-bakery-koti,Pista House Bakery,4.3,₹200 for one,"Bakery, Pizza, Fast Food, Rolls, Desserts",5,Opens on Sunday at 11am,"Koti, Hyderabad",15,no,no,no,no
661,661,https://www.zomato.com/hyderabad/scoops-ice-cream-1-attapur,Scoops Ice Cream,4.1,₹200 for one,"Ice Cream, Street Food, Beverages, Shake, Fast Food",5,Currently not accepting orders,"Attapur, Hyderabad",59,yes,yes,yes,yes
662,662,https://www.zomato.com/hyderabad/pista-house-2-saroor-nagar,Pista House,4.0,₹200 for one,"North Indian, Chinese, Biryani, Kebab, Seafood, Ice Cream, Desserts, Beverages",8,"Temporarily closed, will be back soon!","Saroor Nagar, Hyderabad",27,yes,yes,no,no
663,663,https://www.zomato.com/hyderabad/mohammedia-shawarma-1-langer-houz,Mohammedia Shawarma,4.1,₹200 for one,"North Indian, Chinese, Shawarma",3,Opening hours not available,"Langer Houz, Hyderabad",32,yes,yes,no,yes
664,664,https://www.zomato.com/hyderabad/kwality-walls-frozen-dessert-and-ice-cream-shop-musheerabad,Kwality Wall’s Frozen Dessert and Ice Cream Shop,4.5,₹200 for one,"Ice Cream, Desserts",2,Opens tomorrow at 10am,"Musheerabad, Hyderabad",116,yes,no,yes,no
665,665,https://www.zomato.com/hyderabad/zomoz-the-momo-company-masab-tank,Zomoz - The Momo Company,4.1,₹200 for one,"Momos, Chinese, Fast Food",3,Opens on Sunday at 12noon,"Masab Tank, Hyderabad",29,no,no,no,no
666,666,https://www.zomato.com/hyderabad/wow-momo-dilsukhnagar,WOW! Momo,4.1,₹200 for one,"Momos, Fast Food, Tibetan, Sichuan, Beverages",5,Permanently Closed,"Dilsukhnagar, Hyderabad",28,no,no,no,no
667,667,https://www.zomato.com/hyderabad/biryani-by-kilo-attapur,Biryani By Kilo,4.4,₹200 for one,"Biryani, North Indian, Kebab",3,Opening hours not available,"Attapur, Hyderabad",9,no,no,no,no
668,668,https://www.zomato.com/hyderabad/sha-sha-shandaar-shawarma-attapur,Sha Sha Shandaar Shawarma,4.1,₹200 for one,"Shawarma, Wraps, Fast Food",3,Opens tomorrow at 5:15am,"Attapur, Hyderabad",20,yes,yes,no,yes
669,669,https://www.zomato.com/hyderabad/ram-ki-bandi-nampally,Ram Ki Bandi,4.2,₹200 for one,South Indian,1,Opens tomorrow at 5am,"Nampally, Hyderabad",12,yes,yes,no,no
670,670,https://www.zomato.com/hyderabad/bhattad-ki-idli-rambharose-bhandar-kacheguda,Bhattad Ki Idli - Rambharose Bhandar,4.1,₹200 for one,South Indian,1,Closes in 1 hour 8 minutes,"Kacheguda, Hyderabad",4,yes,yes,yes,yes
671,671,https://www.zomato.com/hyderabad/rice-bowl-dilsukhnagar,Rice Bowl,3.8,₹200 for one,North Indian,1,Opens on Sunday at 11am,"Dilsukhnagar, Hyderabad",15,yes,yes,no,no
672,672,https://www.zomato.com/hyderabad/shero-home-food-andhra-1-musheerabad,Shero Home Food - Andhra,3.8,₹150 for one,"Andhra, South Indian, Desserts",3,Opens tomorrow at 11am,"Musheerabad, Hyderabad",89,no,no,yes,no
673,673,https://www.zomato.com/hyderabad/ikraam-restaurant-charminar,Ikraam Restaurant,4.1,₹150 for one,"North Indian, Chinese, Mughlai, Seafood, Salad, Biryani, Desserts, Beverages",8,Opens tomorrow at 3:30am,"Charminar, Hyderabad",0,yes,yes,no,yes
674,674,https://www.zomato.com/hyderabad/mahalaxmi-tiffin-centre-basheer-bagh,Mahalaxmi Tiffin Centre,3.8,₹150 for one,South Indian,1,Opens tomorrow at 7am,"Basheer Bagh, Hyderabad",6,yes,yes,yes,yes
675,675,https://www.zomato.com/hyderabad/shero-home-food-andhra-1-saroor-nagar,Shero Home Food - Andhra,3.8,₹150 for one,"Andhra, South Indian, Desserts",3,Opens tomorrow at 6am,"Saroor Nagar, Hyderabad",34,no,no,yes,no
676,676,https://www.zomato.com/hyderabad/the-hyderabad-chicken-haleem-attapur,The Hyderabad Chicken Haleem,3.5,₹150 for one,Hyderabadi,1,Opens tomorrow at 12midnight,"Attapur, Hyderabad",5,yes,yes,no,no
677,677,https://www.zomato.com/hyderabad/dolphin-food-court-adikmet,Dolphin Food Court,3.7,₹150 for one,"Chinese, Sichuan",2,"Temporarily closed for dining, will be back soon!","Adikmet, Hyderabad",2,yes,yes,no,no
678,678,https://www.zomato.com/hyderabad/euphoria-bakers-abids,Euphoria Bakers,4.4,₹150 for one,"Bakery, Desserts",2,Opens tomorrow at 11am,"Abids, Hyderabad",12,yes,yes,no,no
