,links,names,ratings,price for one,cuisine,no of cisine,delivery time
162,https://www.zomato.com/hyderabad/chung-hua-restaurant-basheer-bagh,Chung Hua Restaurant,4.2,₹100 for one,"Chinese, Sichuan, Seafood, Ice Cream, Beverages",5,45 min
163,https://www.zomato.com/hyderabad/sri-mahalaxmi-reddy-brothers-tiffins-fast-food-mehdipatnam,Sri Mahalaxmi Reddy Brother's Tiffins & Fast Food,4.3,₹100 for one,"South Indian, Chinese",2,46 min
164,https://www.zomato.com/hyderabad/roosterx-rtc-x-roads,RoosterX,4.2,₹100 for one,"Shawarma, Sandwich, Burger, Fast Food, BBQ",5,46 min
165,https://www.zomato.com/hyderabad/deccan-bakery-and-sweet-charminar,Deccan Bakery And Sweet,4.0,₹100 for one,"Bakery, Mithai, Fast Food",3,40 min
166,https://www.zomato.com/hyderabad/n-village-saroor-nagar,N Village,4.1,₹100 for one,"North Indian, Chinese, South Indian, Biryani, Beverages",5,47 min
167,https://www.zomato.com/hyderabad/santosh-dhaba-2-begum-bazaar,Santosh Dhaba,3.6,₹100 for one,"North Indian, Chinese, Biryani, Sichuan, Sandwich, Pizza, Salad, Beverages",8,34 min
168,https://www.zomato.com/hyderabad/sultan-darbar-mehdipatnam,Sultan Darbar,4.1,₹100 for one,"Mughlai, North Indian, Chinese",3,46 min
169,https://www.zomato.com/hyderabad/al-hashmi-fast-food-charminar,Al Hashmi Fast Food,4.0,₹100 for one,"North Indian, Chinese",2,36 min
170,https://www.zomato.com/hyderabad/urban-tadka-the-terrace-kitchen-saroor-nagar,Urban Tadka - The Terrace Kitchen,3.7,₹100 for one,"South Indian, North Indian, Chinese, Seafood, Biryani, Sichuan",6,48 min
171,https://www.zomato.com/hyderabad/go-fresh-the-pizza-house-adikmet,Go Fresh - The Pizza House,4.2,₹100 for one,"Pizza, Burger, Fast Food",3,53 min
172,https://www.zomato.com/hyderabad/famous-ice-creams-nampally,Famous Ice Creams,4.2,₹100 for one,"Desserts, Ice Cream",2,28 min
173,https://www.zomato.com/hyderabad/riyan-hotel-nampally,Riyan Hotel,3.8,₹100 for one,"Mughlai, Biryani, North Indian, Seafood, Chinese",5,32 min
174,https://www.zomato.com/hyderabad/sweet-truth-cake-and-desserts-abids,Sweet Truth - Cake and Desserts,3.4,₹100 for one,"Desserts, Bakery, Ice Cream",3,34 min
175,https://www.zomato.com/hyderabad/al-kareem-hotel-1-mehdipatnam,Al Kareem Hotel,4.2,₹100 for one,Hyderabadi,1,57 min
176,https://www.zomato.com/hyderabad/the-biryani-life-abids,The Biryani Life,3.3,₹100 for one,"Biryani, Kebab, Hyderabadi, Lucknowi",4,41 min
177,https://www.zomato.com/hyderabad/grameen-kulfi-narayanguda,Grameen Kulfi,4.4,₹100 for one,"Ice Cream, Desserts",2,37 min
178,https://www.zomato.com/hyderabad/balaji-santhosh-dhaba-kacheguda,Balaji Santhosh Dhaba,4.0,₹100 for one,"North Indian, Chinese, Biryani",3,38 min
179,https://www.zomato.com/hyderabad/papajis-kitchen-amberpet,Papaji's Kitchen,3.7,₹100 for one,"North Indian, Biryani, Kebab",3,70 min
180,https://www.zomato.com/hyderabad/mr-doner-house-falaknuma,Mr. Doner House,3.9,₹100 for one,"Fast Food, Lebanese, Beverages, Shake, Pizza, Burger",6,57 min
181,https://www.zomato.com/hyderabad/minerva-coffee-shop-himayath-nagar,Minerva Coffee Shop,4.1,₹100 for one,"South Indian, North Indian, Chinese, Sichuan, Desserts, Ice Cream, Beverages",7,43 min
182,https://www.zomato.com/hyderabad/hotel-masha-allah-mandi-charminar,Hotel Masha Allah Mandi,3.8,₹100 for one,"North Indian, Mandi, Biryani, Mughlai",4,39 min
183,https://www.zomato.com/hyderabad/mr-pulao-dilsukhnagar,Mr. Pulao,3.8,₹100 for one,"Andhra, North Indian, Biryani",3,44 min
184,https://www.zomato.com/hyderabad/sri-sai-raghavendra-udupi-veg-kothapet,Sri Sai Raghavendra Udupi Veg,4.0,₹100 for one,"South Indian, North Indian",2,42 min
185,https://www.zomato.com/hyderabad/warmoven-cake-desserts-dilsukhnagar,WarmOven Cake & Desserts,4.1,₹100 for one,"Bakery, Desserts, Ice Cream, Shake",4,46 min
186,https://www.zomato.com/hyderabad/chat-corner-1-saroor-nagar,Chat Corner,4.2,₹100 for one,Street Food,1,44 min
187,https://www.zomato.com/hyderabad/santosh-family-dhaba-1-abids,Santosh Family Dhaba,3.7,₹100 for one,"North Indian, Chinese, Biryani",3,41 min
188,https://www.zomato.com/hyderabad/grill-station-2-charminar,Grill Station,4.0,₹100 for one,"Fast Food, Lebanese, Shawarma",3,40 min
189,https://www.zomato.com/hyderabad/balaji-santosh-family-dhaba-saroor-nagar,Balaji Santosh Family Dhaba,3.5,₹250 for one,"North Indian, Chinese",2,42 min
190,https://www.zomato.com/hyderabad/the-kunafa-station-charminar,The Kunafa Station,3.5,₹250 for one,"Desserts, Lebanese",2,52 min
191,https://www.zomato.com/hyderabad/mughal-restaurant-lakdikapul,Mughal Restaurant,4.1,₹250 for one,"North Indian, Chinese, Biryani, Mughlai, Kebab, Desserts",6,44 min
192,https://www.zomato.com/hyderabad/burrito-ice-cream-chandrayanagutta,Burrito Ice Cream,4.2,₹250 for one,"Ice Cream, Desserts, Beverages",3,46 min
193,https://www.zomato.com/hyderabad/al-madina-chinese-fast-food-1-chandrayanagutta,Al Madina Chinese Fast Food,3.9,₹250 for one,"Hyderabadi, Chinese",2,42 min
194,https://www.zomato.com/hyderabad/nazeer-juice-center-1-charminar,Nazeer Juice Center,4.2,₹250 for one,"Juices, Beverages, Desserts, Shake",4,28 min
195,https://www.zomato.com/hyderabad/mandi-king-delite-arabian-restaurant-himayath-nagar,Mandi King Delite Arabian Restaurant,4.0,₹250 for one,"Mandi, North Indian, Mughlai, Seafood, Chinese, Desserts",6,51 min
196,https://www.zomato.com/hyderabad/the-good-bowl-abids,The Good Bowl,3.9,₹250 for one,"Asian, Pasta, Biryani",3,40 min
197,https://www.zomato.com/hyderabad/hotel-savera-malakpet,Hotel Savera,4.3,₹250 for one,"Biryani, Hyderabadi",2,28 min
198,https://www.zomato.com/hyderabad/shahi-zaiqa-charminar,Shahi Zaiqa,3.9,₹250 for one,"Arabian, Mughlai, Chinese, Mandi, Shawarma",5,36 min
199,https://www.zomato.com/hyderabad/mandilicious-himayath-nagar,Mandilicious,4.1,₹250 for one,"Arabian, Chinese, North Indian, Mandi",4,45 min
200,https://www.zomato.com/hyderabad/captain-kunafa-3-malakpet,Captain Kunafa,4.1,₹250 for one,"Desserts, Turkish",2,32 min
201,https://www.zomato.com/hyderabad/swagath-hotel-falaknuma,Swagath Hotel,3.9,₹100 for one,"South Indian, Chinese, North Indian",3,32 min
202,https://www.zomato.com/hyderabad/sri-santhosh-family-dhaba-amberpet,Sri Santhosh Family Dhaba,4.1,₹100 for one,"North Indian, Chinese, Biryani, Desserts",4,49 min
203,https://www.zomato.com/hyderabad/the-dessert-heaven-pure-veg-himayath-nagar,The Dessert Heaven - Pure Veg,4.2,₹100 for one,"Desserts, Bakery",2,46 min
204,https://www.zomato.com/hyderabad/d-lite-frankie-1-himayath-nagar,D-Lite Frankie,3.9,₹100 for one,"Rolls, Momos, Fast Food",3,49 min
205,https://www.zomato.com/hyderabad/mohammedia-shawarma-3-mehdipatnam,Mohammedia Shawarma,4.2,₹100 for one,"North Indian, Street Food, Beverages, Shawarma",4,47 min
206,https://www.zomato.com/hyderabad/pure-veg-meals-by-lunchbox-abids,Pure Veg meals by LunchBox,3.8,₹100 for one,North Indian,1,37 min
207,https://www.zomato.com/hyderabad/lassi-shakes-amberpet,Lassi & Shakes,4.2,₹100 for one,"Beverages, Shake, Desserts, Fast Food",4,46 min
208,https://www.zomato.com/hyderabad/sri-balaji-family-dhaba-mehdipatnam,Sri Balaji Family Dhaba,3.9,₹100 for one,"North Indian, Chinese, Biryani",3,51 min
209,https://www.zomato.com/hyderabad/angaara-himayath-nagar,Angaara,3.9,₹100 for one,"Chinese, North Indian, Seafood, Sichuan",4,42 min
210,https://www.zomato.com/hyderabad/bake-delight-bakery-musheerabad,Bake Delight Bakery,3.6,₹100 for one,"Bakery, Fast Food, Chinese",3,63 min
211,https://www.zomato.com/hyderabad/hotel-city-diamond-1-mehdipatnam,Hotel City Diamond,4.2,₹100 for one,"Biryani, Mughlai, Chinese",3,35 min
212,https://www.zomato.com/hyderabad/swagth-hotel-charminar,Swagth Hotel,4.1,₹100 for one,"North Indian, South Indian, Chinese",3,27 min
213,https://www.zomato.com/hyderabad/snazzy-ice-cream-falaknuma,Snazzy Ice Cream,4.3,₹100 for one,Ice Cream,1,31 min
214,https://www.zomato.com/hyderabad/deccan-bakers-and-sweet-house-attapur,Deccan Bakers and Sweet House,4.0,₹100 for one,"Bakery, Street Food, Rolls",3,42 min
215,https://www.zomato.com/hyderabad/kwality-walls-frozen-dessert-and-ice-cream-shop-6-malakpet,Kwality Wall’s Frozen Dessert and Ice Cream Shop,4.0,₹100 for one,"Ice Cream, Desserts",2,32 min
216,https://www.zomato.com/hyderabad/turkish-shawarma-house-chandrayanagutta,Turkish Shawarma House,3.9,₹100 for one,"Shawarma, Fast Food, Wraps",3,45 min
217,https://www.zomato.com/hyderabad/madhur-sweets-masab-tank,Madhur Sweets,4.5,₹100 for one,"Mithai, Desserts",2,42 min
218,https://www.zomato.com/hyderabad/sahadeva-reddy-tiffins-dilsukhnagar,Sahadeva Reddy Tiffins,4.2,₹100 for one,Street Food,1,49 min
219,https://www.zomato.com/hyderabad/vamshis-noodles-house-1-nallakunta,Vamshi's Noodles House,4.1,₹100 for one,Chinese,1,47 min
220,https://www.zomato.com/hyderabad/venkateshwara-chinese-fast-food-centre-narayanguda,Venkateshwara Chinese Fast Food Centre,4.2,₹100 for one,Chinese,1,40 min
221,https://www.zomato.com/hyderabad/hotel-woodside-kacheguda,Hotel Woodside,4.3,₹100 for one,South Indian,1,33 min
222,https://www.zomato.com/hyderabad/kwality-walls-frozen-dessert-and-ice-cream-shop-3-malakpet,Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.3,₹100 for one,"Ice Cream, Desserts",2,43 min
223,https://www.zomato.com/hyderabad/hotel-megha-city-basheer-bagh,Hotel Megha City,4.3,₹100 for one,"North Indian, Chinese, Mughlai, Biryani, Desserts, Beverages",6,43 min
224,https://www.zomato.com/hyderabad/sri-balaji-mithai-bhandar-3-falaknuma,Sri Balaji Mithai Bhandar,4.2,₹100 for one,Mithai,1,33 min
225,https://www.zomato.com/hyderabad/the-wrap-house-malakpet,The Wrap House,4.1,₹200 for one,"Wraps, Burger, Lebanese, Fast Food",4,41 min
226,https://www.zomato.com/hyderabad/dum-safar-biryani-abids,Dum Safar Biryani,4.0,₹200 for one,"Biryani, North Indian, Kebab, BBQ, Beverages, Desserts",6,54 min
227,https://www.zomato.com/hyderabad/asoka-restaurant-koti,Asoka Restaurant,3.9,₹200 for one,"Street Food, Chinese, North Indian, Biryani",4,34 min
228,https://www.zomato.com/hyderabad/doner-king-malakpet,Doner King,4.1,₹200 for one,"Arabian, Fast Food",2,34 min
229,https://www.zomato.com/hyderabad/shero-home-food-andhra-3-saroor-nagar,Shero Home Food - Andhra,3.8,₹200 for one,"Andhra, South Indian, Desserts",3,47 min
230,https://www.zomato.com/hyderabad/arabian-knights-marhaba-narayanguda,Arabian Knight's Marhaba,4.0,₹200 for one,"North Indian, Chinese, Seafood, Mandi, Mughlai, Biryani, Desserts, Beverages",8,49 min
231,https://www.zomato.com/hyderabad/roll-zone-3-himayath-nagar,Roll Zone,3.9,₹200 for one,"Rolls, Momos",2,48 min
232,https://www.zomato.com/hyderabad/bhagmati-biryani-amberpet,Bhagmati Biryani,3.8,₹200 for one,Biryani,1,50 min
233,https://www.zomato.com/hyderabad/new-balaji-santosh-dhaba-saroor-nagar,New Balaji Santosh Dhaba,4.0,₹200 for one,"North Indian, Chinese",2,44 min
234,https://www.zomato.com/hyderabad/turkish-doner-chandrayanagutta,Turkish Doner,3.2,₹200 for one,"Lebanese, Fast Food, Arabian, Shawarma",4,43 min
235,https://www.zomato.com/hyderabad/deccan-chef-nampally,Deccan Chef,4.2,₹200 for one,"Biryani, Chinese, North Indian, Hyderabadi",4,35 min
236,https://www.zomato.com/hyderabad/bhavani-pure-veg-tiffins-snacks-centre-nallakunta,Bhavani Pure Veg Tiffins & Snacks Centre,3.8,₹200 for one,"Street Food, South Indian",2,46 min
237,https://www.zomato.com/hyderabad/govind-dosa-himayath-nagar,Govind Dosa,4.0,₹100 for one,South Indian,1,53 min
238,https://www.zomato.com/hyderabad/alhamdulilah-juice-centre-charminar,Alhamdulilah Juice Centre,3.7,₹100 for one,"Juices, Shake, Beverages, Desserts",4,39 min
239,https://www.zomato.com/hyderabad/istanbul-malakpet,Istanbul,4.3,₹100 for one,Wraps,1,39 min
240,https://www.zomato.com/hyderabad/zaitun-falaknuma,Zaitun,3.8,₹100 for one,"North Indian, Chinese, Mughlai, Kebab, Seafood, Mandi",6,42 min
241,https://www.zomato.com/hyderabad/taj-mahal-taj-mahal-hotel-abids,Taj Mahal - Taj Mahal Hotel,4.1,₹100 for one,"North Indian, South Indian, Chinese, Street Food, Fast Food, Beverages",6,36 min
242,https://www.zomato.com/hyderabad/taiba-bakery-cafe-masab-tank,Taiba Bakery & Cafe,4.1,₹100 for one,"Bakery, Fast Food, South Indian, Beverages, Shake, Pizza, Burger, Tea",8,47 min
243,https://www.zomato.com/hyderabad/sandwich-eatery-1-narayanguda,Sandwich Eatery,3.9,₹100 for one,"Fast Food, Sandwich, Shake, Beverages, Burger, Coffee",6,49 min
244,https://www.zomato.com/hyderabad/amay-tiffin-corner-abids,Amay Tiffin Corner,4.0,₹100 for one,"South Indian, Street Food, Juices, Beverages",4,39 min
245,https://www.zomato.com/hyderabad/garden-street-kitchen-saroor-nagar,Garden Street Kitchen,4.0,₹100 for one,"North Indian, Chinese, Biryani, Beverages",4,38 min
246,https://www.zomato.com/hyderabad/4-chilis-kitchen-musheerabad,4 Chili's Kitchen,4.2,₹100 for one,"Chinese, Sichuan, Kebab, Seafood, North Indian, Mughlai, Biryani",7,49 min
247,https://www.zomato.com/hyderabad/marhaba-shawarma-wraps-himayath-nagar,Marhaba Shawarma & Wraps,4.0,₹100 for one,"Salad, Wraps, Fast Food, Shawarma, Shake",5,51 min
248,https://www.zomato.com/hyderabad/alexs-kitchen-himayath-nagar,Alex's Kitchen,4.1,₹100 for one,"Chinese, Seafood, Beverages",3,42 min
249,https://www.zomato.com/hyderabad/mahalaxmi-tiffin-centre-nampally,Mahalaxmi Tiffin Centre,4.0,₹100 for one,South Indian,1,31 min
250,https://www.zomato.com/hyderabad/max-ice-cream-bakers-malakpet,Max Ice Cream & Bakers,4.1,₹100 for one,"Ice Cream, Desserts, Pizza",3,34 min
251,https://www.zomato.com/hyderabad/al-ammar-arabian-cafeteria-saroor-nagar,Al Ammar Arabian Cafeteria,3.9,₹100 for one,"Lebanese, Wraps, Fast Food, Beverages",4,42 min
252,https://www.zomato.com/hyderabad/coffee-cream-2-ghansi-bazaar,Coffee Cream,4.0,₹100 for one,"Fast Food, Desserts, Beverages, Pasta, Pizza, Sandwich, Italian, Chinese",8,36 min
253,https://www.zomato.com/hyderabad/shahenshah-mandi-amberpet,Shahenshah Mandi,4.2,₹100 for one,"North Indian, Seafood",2,44 min
254,https://www.zomato.com/hyderabad/shahi-rasoi-multicuisine-family-restaurant-masab-tank,Shahi Rasoi Multicuisine Family Restaurant,4.0,₹100 for one,"Chinese, North Indian, BBQ, Arabian, Sichuan, Seafood, Desserts, Beverages",8,54 min
255,https://www.zomato.com/hyderabad/burhanpur-khowa-jalebi-charminar,Burhanpur Khowa Jalebi,4.3,₹100 for one,Mithai,1,24 min
256,https://www.zomato.com/hyderabad/grill-n-wrap-1-charminar,Grill N Wrap,3.9,₹100 for one,"Wraps, Shawarma, Fast Food, Beverages",4,29 min
257,https://www.zomato.com/hyderabad/sri-santosh-dhaba-1-saroor-nagar,Sri Santosh Dhaba,3.5,₹100 for one,"North Indian, Chinese, Biryani",3,44 min
258,https://www.zomato.com/hyderabad/iqbal-cafe-1-charminar,Iqbal Cafe,4.3,₹100 for one,"Hyderabadi, Biryani",2,22 min
259,https://www.zomato.com/hyderabad/sharmaji-pav-bhaji-centre-abids,Sharmaji Pav Bhaji Centre,4.2,₹100 for one,"North Indian, Chinese",2,46 min
260,https://www.zomato.com/hyderabad/chinese-hut-fast-food-charminar,Chinese Hut Fast Food,3.8,₹100 for one,"Chinese, Sichuan, North Indian",3,41 min
261,https://www.zomato.com/hyderabad/gelatica-gelato-ice-cream-narayanguda,Gelatica Gelato - Ice Cream,3.9,₹100 for one,"Ice Cream, Desserts",2,36 min
262,https://www.zomato.com/hyderabad/spicy-dhaba-begum-bazaar,Spicy Dhaba,4.1,₹100 for one,"North Indian, Chinese, Biryani",3,33 min
263,https://www.zomato.com/hyderabad/arabian-shawarma-narayanguda,Arabian Shawarma,3.9,₹100 for one,"Shawarma, Fast Food",2,43 min
264,https://www.zomato.com/hyderabad/the-nosh-bistro-himayath-nagar,The Nosh Bistro,3.9,₹100 for one,"Fast Food, Sandwich, Burger, Pizza, Mexican, Beverages",6,60 min
265,https://www.zomato.com/hyderabad/sky-shade-multicuisine-restaurant-amberpet,Sky Shade Multicuisine Restaurant,4.0,₹100 for one,"North Indian, Chinese, Mughlai, Seafood, Kebab, Rolls, Biryani",7,53 min
266,https://www.zomato.com/hyderabad/hotel-swagath-1-saroor-nagar,Hotel Swagath,4.3,₹100 for one,"South Indian, Beverages",2,38 min
267,https://www.zomato.com/hyderabad/zaffran-mataam-alarabi-falaknuma,Zaffran Mataam Alarabi,4.0,₹100 for one,"Arabian, Biryani, Mandi, Mughlai, Desserts",5,33 min
268,https://www.zomato.com/hyderabad/akbar-fast-food-2-charminar,Akbar Fast Food,3.5,₹100 for one,"South Indian, North Indian",2,24 min
269,https://www.zomato.com/hyderabad/a1-pakoda-house-saroor-nagar,A1 Pakoda House,3.9,₹100 for one,"Fast Food, Lebanese, Biryani, Chinese, Sichuan",5,41 min
270,https://www.zomato.com/hyderabad/hotel-shubham-prestige-saroor-nagar,Hotel Shubham Prestige,3.8,₹100 for one,"Biryani, North Indian, Chinese, South Indian, Ice Cream, Beverages",6,48 min
271,https://www.zomato.com/hyderabad/gullu-dadas-biryani-abids,Gullu Dadas Biryani,3.9,₹100 for one,"Biryani, North Indian, Kebab, Desserts",4,35 min
272,https://www.zomato.com/hyderabad/veerji-ka-dhaba-necklace-road,Veerji Ka Dhaba,3.9,₹100 for one,"North Indian, Chinese, Sichuan",3,49 min
273,https://www.zomato.com/hyderabad/nizams-khana-ghar-falaknuma,Nizams Khana Ghar,4.0,₹100 for one,"South Indian, Chinese, Street Food",3,39 min
274,https://www.zomato.com/hyderabad/khichdi-express-1-himayath-nagar,Khichdi Express,4.0,₹100 for one,"North Indian, Salad, Beverages",3,58 min
275,https://www.zomato.com/hyderabad/italian-pizzeria-mehdipatnam,Italian Pizzeria,3.4,₹100 for one,"Pizza, Fast Food, Burger, Pasta, Sandwich, Shake",6,72 min
276,https://www.zomato.com/hyderabad/bombay-chowpati-chat-bhandar-abids,Bombay Chowpati Chat Bhandar,3.9,₹100 for one,"Fast Food, Street Food",2,38 min
277,https://www.zomato.com/hyderabad/momo-zone-the-momo-company-dilsukhnagar,Momo Zone - The Momo Company,4.1,₹100 for one,"Momos, Fast Food, Desserts",3,54 min
278,https://www.zomato.com/hyderabad/yashwanth-pizza-den-rtc-x-roads,Yashwanth Pizza Den,4.0,₹100 for one,"Pizza, Sandwich, Burger, Fast Food, Chinese, Shake, Beverages",7,51 min
279,https://www.zomato.com/hyderabad/express-by-abs-malakpet,Express By ABs,3.8,₹100 for one,"North Indian, BBQ, Kebab, Biryani",4,51 min
280,https://www.zomato.com/hyderabad/ovenfresh-cakes-and-desserts-himayath-nagar,Ovenfresh Cakes and Desserts,4.3,₹100 for one,"Bakery, Desserts, Ice Cream, Mithai, Beverages",5,40 min
281,https://www.zomato.com/hyderabad/thinduda-a-telangana-kitchen-dilsukhnagar,Thinduda - A Telangana Kitchen,3.9,₹100 for one,"Biryani, South Indian, Andhra",3,46 min
282,https://www.zomato.com/hyderabad/al-hamoor-arabian-restaurant-chandrayanagutta,Al - Hamoor Arabian Restaurant,3.8,₹100 for one,"Mandi, Desserts",2,45 min
283,https://www.zomato.com/hyderabad/krupa-mess-tiffins-abids,Krupa Mess & Tiffins,3.6,₹100 for one,"South Indian, Chinese, North Indian, Sichuan, Pizza",5,47 min
284,https://www.zomato.com/hyderabad/fruitfull-himayath-nagar,Fruitfull,4.1,₹100 for one,"Healthy Food, Desserts",2,40 min
285,https://www.zomato.com/hyderabad/hilton-restaurant-khairatabad,Hilton Restaurant,4.1,₹200 for one,"Biryani, North Indian, Chinese, Mughlai, Seafood, Desserts",6,Closes in 1 hour 35 minutes
286,https://www.zomato.com/hyderabad/sri-balaji-prithviraj-family-dhaba-narayanguda,Sri Balaji Prithviraj Family Dhaba,4.0,₹200 for one,"Fast Food, North Indian, Chinese, Biryani, Beverages",5,40 min
287,https://www.zomato.com/hyderabad/dwaraka-veg-restaurant-lakdikapul,Dwaraka Veg Restaurant,4.2,₹200 for one,"South Indian, North Indian, Chinese, Biryani, Beverages, Desserts",6,37 min
288,https://www.zomato.com/hyderabad/hotel-ghar-pakwan-malakpet,Hotel Ghar Pakwan,4.2,₹200 for one,"North Indian, Mughlai, Hyderabadi",3,31 min
289,https://www.zomato.com/hyderabad/tcs-the-cake-story-himayath-nagar,TCS The Cake Story,3.8,₹200 for one,Bakery,1,53 min
290,https://www.zomato.com/hyderabad/sip-bite-1-malakpet,Sip & Bite,3.8,₹200 for one,"Shawarma, Wraps, Pizza, Burger, Fast Food, Desserts, Shake, Beverages",8,36 min
291,https://www.zomato.com/hyderabad/essa-shawarma-chandrayanagutta,Essa Shawarma,3.2,₹200 for one,"Fast Food, Shawarma",2,43 min
292,https://www.zomato.com/hyderabad/haldirams-sweets-and-namkeen-abids,Haldiram's Sweets and Namkeen,4.1,₹200 for one,"Mithai, North Indian, Desserts",3,32 min
293,https://www.zomato.com/hyderabad/surabhi-grand-amberpet,Surabhi Grand,4.1,₹200 for one,"Chinese, Mughlai, North Indian, Biryani, Ice Cream, Desserts, Beverages",7,54 min
294,https://www.zomato.com/hyderabad/veggie-chinese-basheer-bagh,Veggie Chinese,4.2,₹200 for one,"Chinese, North Indian, Biryani",3,45 min
295,https://www.zomato.com/hyderabad/turkish-central-nampally,Turkish Central,3.7,₹200 for one,"Turkish, Lebanese, Shawarma",3,47 min
296,https://www.zomato.com/hyderabad/huber-holly-himayath-nagar,Huber & Holly,4.3,₹200 for one,"Ice Cream, Desserts, Pizza, Sandwich, Pasta, Beverages",6,33 min
297,https://www.zomato.com/hyderabad/al-aqwan-bait-al-mandi-chandrayanagutta,Al Aqwan Bait Al Mandi,4.1,₹350 for one,"Arabian, Kebab, Seafood, Mandi, Desserts",5,43 min
298,https://www.zomato.com/hyderabad/cafe-coffee-day-dilsukhnagar,Cafe Coffee Day,3.9,₹350 for one,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Fast Food, Desserts",8,39 min
299,https://www.zomato.com/hyderabad/taj-mahal-hotel-himayath-nagar,Taj Mahal Hotel,3.9,₹350 for one,"South Indian, North Indian, Chinese, Desserts, Beverages",5,41 min
300,https://www.zomato.com/hyderabad/red-oven-bakers-falaknuma,Red Oven Bakers,4.3,₹350 for one,"Bakery, Pizza, Burger, Sandwich, Fast Food",5,35 min
301,https://www.zomato.com/hyderabad/telangana-inti-ruchulu-dilsukhnagar,Telangana Inti Ruchulu,3.8,₹350 for one,"Biryani, South Indian, Beverages, Andhra",4,52 min
302,https://www.zomato.com/hyderabad/gianis-ice-cream-shakes-sundaes-himayath-nagar,"Gianis - Ice Cream, Shakes & Sundaes",4.0,₹350 for one,"Ice Cream, Desserts",2,43 min
303,https://www.zomato.com/hyderabad/traffic-mandi-house-l-b-nagar,Traffic Mandi House,4.2,₹350 for one,"Seafood, North Indian, South Indian",3,41 min
304,https://www.zomato.com/hyderabad/new-balaji-family-dhaba-malakpet,New Balaji Family Dhaba,3.9,₹350 for one,"North Indian, Chinese, Biryani",3,41 min
305,https://www.zomato.com/hyderabad/firangi-bake-abids,Firangi Bake,4.0,₹350 for one,"Italian, Mexican, Desserts",3,45 min
306,https://www.zomato.com/hyderabad/hotel-sindhura-east-court-saroor-nagar,Hotel Sindhura East Court,4.0,₹350 for one,"North Indian, Chinese, Biryani, Kebab, Mughlai, Seafood, Ice Cream, Beverages",8,47 min
307,https://www.zomato.com/hyderabad/tajis-food-court-1-charminar,Taji's Food Court,4.0,₹350 for one,"Chinese, South Indian, North Indian",3,49 min
308,https://www.zomato.com/hyderabad/alhamdulillah-hotel-falaknuma,Alhamdulillah Hotel,4.1,₹350 for one,"Hyderabadi, Chinese, Mughlai, Seafood, Biryani",5,45 min
309,https://www.zomato.com/hyderabad/mayur-pan-house-abids,Mayur Pan House,3.9,₹100 for one,"Street Food, Pizza, Sandwich, Paan, Beverages, Ice Cream",6,56 min
310,https://www.zomato.com/hyderabad/ohris-eatmor-basheer-bagh,Ohri's Eatmor,4.1,₹100 for one,"Fast Food, North Indian, Sandwich, Italian, Pizza, Ice Cream, Desserts, Beverages",8,43 min
311,https://www.zomato.com/hyderabad/jain-kitchen-pure-vegetarian-restaurant-malakpet,Jain Kitchen Pure Vegetarian Restaurant,4.0,₹100 for one,"North Indian, Chinese, Fast Food, Kebab, Beverages",5,46 min
312,https://www.zomato.com/hyderabad/lets-scoop-ice-cream-cafe-rtc-x-roads,Let's Scoop Ice Cream Cafe,4.1,₹100 for one,"Ice Cream, Desserts, Fast Food, Shake",4,49 min
313,https://www.zomato.com/hyderabad/sri-balaji-family-dhaba-amberpet,Sri Balaji Family Dhaba,3.7,₹100 for one,"North Indian, Chinese, Beverages",3,53 min
314,https://www.zomato.com/hyderabad/santosh-premium-dhaba-himayath-nagar,Santosh Premium Dhaba,4.0,₹100 for one,"North Indian, Chinese, Biryani",3,44 min
315,https://www.zomato.com/hyderabad/vnr-fresh-juice-center-himayath-nagar,VNR Fresh Juice Center,3.7,₹100 for one,"Beverages, Ice Cream, Salad",3,44 min
316,https://www.zomato.com/hyderabad/mohini-multicuisine-restaurant-basheer-bagh,Mohini Multicuisine Restaurant,4.0,₹100 for one,"North Indian, Biryani, Mughlai",3,43 min
317,https://www.zomato.com/hyderabad/late-night-biryani-saroor-nagar,Late Night Biryani,3.4,₹100 for one,"Chinese, Biryani, North Indian",3,53 min
318,https://www.zomato.com/hyderabad/scoops-tiffin-centre-begum-bazaar,Scoops Tiffin Centre,4.1,₹100 for one,"Street Food, Fast Food, South Indian, Pizza",4,27 min
319,https://www.zomato.com/hyderabad/new-palamuru-grills-saroor-nagar,New Palamuru Grills,4.0,₹100 for one,"North Indian, Chinese, Biryani, Kebab",4,49 min
320,https://www.zomato.com/hyderabad/mandi-town-khairatabad,Mandi Town,3.8,₹100 for one,"Mandi, Chinese, North Indian, Arabian, Hyderabadi, Kebab",6,54 min
321,https://www.zomato.com/hyderabad/grand-restaurant-abids,Grand Restaurant,3.3,₹250 for one,"Biryani, Chinese, Mughlai, North Indian, Seafood",5,41 min
322,https://www.zomato.com/hyderabad/iceberg-organic-icecreams-himayath-nagar,Iceberg Organic Icecreams,4.0,₹250 for one,"Ice Cream, Bakery, Desserts",3,39 min
323,https://www.zomato.com/hyderabad/mr-bakes-dilsukhnagar,Mr. Bakes,3.4,₹250 for one,Burger,1,48 min
324,https://www.zomato.com/hyderabad/the-royal-palace-malakpet,The Royal Palace,4.0,₹250 for one,"North Indian, Chinese, Mughlai, Biryani",4,36 min
