,links,names,ratings,price for one,cuisine,no of cisine,delivery time
858,https://www.zomato.com/hyderabad/rhm-foods-1-musheerabad,RHM Food's,3.1,₹100 for one,"Healthy Food, Juices, Desserts, Beverages",4,53 min
859,https://www.zomato.com/hyderabad/house-of-curries-point-and-mess-dilsukhnagar,House Of Curries Point And Mess,3.3,₹100 for one,"South Indian, North Indian",2,48 min
860,https://www.zomato.com/hyderabad/amul-top-spin-abids,Amul Top Spin,3.7,₹100 for one,"Desserts, Ice Cream, Fast Food",3,37 min
861,https://www.zomato.com/hyderabad/al-noor-masha-allah-mandi-falaknuma,Al Noor Masha Allah Mandi,New,₹300 for one,"Mandi, Biryani, North Indian, Kebab, Mughlai, Desserts",6,40 min
862,https://www.zomato.com/hyderabad/marvel-mandi-1-meerpet,Marvel Mandi,-,₹300 for one,Mandi,1,54 min
863,https://www.zomato.com/hyderabad/the-sandwich-story-himayath-nagar,The Sandwich Story,3.5,₹300 for one,"Sandwich, Beverages, Shake",3,63 min
864,https://www.zomato.com/hyderabad/dollar-the-cloud-nampally,Dollar The Cloud,-,₹300 for one,"Momos, Rolls, Street Food",3,45 min
865,https://www.zomato.com/hyderabad/slurpy-shakes-dilsukhnagar,Slurpy Shakes,3.2,₹300 for one,"Ice Cream, Shake, Desserts",3,48 min
866,https://www.zomato.com/hyderabad/maa-eat-bud-dilsukhnagar,Maa Eat Bud,4.0,₹300 for one,"Chinese, Sichuan",2,45 min
867,https://www.zomato.com/hyderabad/shawarma-corner-more-charminar,Shawarma Corner & More,-,₹300 for one,"Shawarma, Fast Food",2,37 min
868,https://www.zomato.com/hyderabad/bakers-paradise-dilsukhnagar,Bakers Paradise,-,₹300 for one,"Bakery, Fast Food, Desserts",3,43 min
869,https://www.zomato.com/hyderabad/the-central-court-hotel-1-lakdikapul,The Central Court Hotel,4.2,₹300 for one,"North Indian, Chinese, Continental, Seafood, Mughlai, Biryani, Bar Food, Beverages",8,59 min
870,https://www.zomato.com/hyderabad/ride-fried-chicken-boiguda-secunderabad,Ride Fried Chicken,3.0,₹300 for one,Fast Food,1,52 min
871,https://www.zomato.com/hyderabad/hydrate-the-bar-hampshire-plaza-lakdikapul,Hydrate The Bar - Hampshire Plaza,-,₹300 for one,"North Indian, Chinese, Sichuan, Biryani, Kebab, Desserts, Beverages",7,50 min
872,https://www.zomato.com/hyderabad/new-lavish-food-court-nallakunta,New Lavish Food Court,3.2,₹300 for one,"North Indian, Chinese",2,50 min
873,https://www.zomato.com/hyderabad/andhra-meals-and-rolls-zone-mehdipatnam,Andhra Meals And Rolls  Zone,3.9,₹100 for one,"South Indian, Rolls, Andhra",3,54 min
874,https://www.zomato.com/hyderabad/mumbaichee-chaat-street-himayath-nagar,Mumbaichee Chaat Street,3.3,₹100 for one,Street Food,1,39 min
875,https://www.zomato.com/hyderabad/laddu-ji-malakpet,Laddu Ji,3.7,₹100 for one,"Mithai, Desserts",2,41 min
876,https://www.zomato.com/hyderabad/emmy-biryani-saroor-nagar,Emmy Biryani,-,₹100 for one,"Biryani, South Indian, North Indian, Seafood, Chinese, Sichuan, Shawarma, Fast Food",8,48 min
877,https://www.zomato.com/hyderabad/cakes-temptations-masab-tank,Cakes Temptations,3.9,₹100 for one,"Bakery, Desserts",2,65 min
878,https://www.zomato.com/hyderabad/pizzeria-by-classico-italiano-narayanguda,Pizzeria By Classico Italiano,3.5,₹100 for one,Pizza,1,52 min
879,https://www.zomato.com/hyderabad/yo-chinese-nallakunta,Yo Chinese !,3.4,₹100 for one,"Fast Food, Chinese, Sichuan",3,62 min
880,https://www.zomato.com/hyderabad/star-bucket-briyani-himayath-nagar,Star Bucket Briyani,-,₹100 for one,"Biryani, South Indian, Chinese",3,44 min
881,https://www.zomato.com/hyderabad/pizza-plaza-1-dilsukhnagar,Pizza Plaza,3.6,₹100 for one,"Pizza, Burger, Fast Food",3,46 min
882,https://www.zomato.com/hyderabad/cake-works-saroor-nagar,Cake Works,New,₹100 for one,"Bakery, Desserts",2,47 min
883,https://www.zomato.com/hyderabad/the-biryani-dudes-multi-cuisine-restaurant-falaknuma,The Biryani Dudes Multi Cuisine Restaurant,-,₹100 for one,"Hyderabadi, Mandi, North Indian, Mughlai, Chinese, Seafood, Kebab, Biryani",8,65 min
884,https://www.zomato.com/hyderabad/vaah-kitchen-dilsukhnagar,Vaah Kitchen,-,₹100 for one,"South Indian, Chinese, Mughlai, Seafood, Biryani, Shawarma, Fast Food, Street Food",8,42 min
885,https://www.zomato.com/hyderabad/cups-puffs-4-malakpet,Cups & Puffs,-,₹100 for one,"Fast Food, Street Food, Healthy Food, Beverages",4,43 min
886,https://www.zomato.com/hyderabad/bucket-andhra-curries-and-bucket-telangana-meal-dilsukhnagar,Bucket Andhra Curries And Bucket  Telangana Meal,3.3,₹100 for one,"Andhra, South Indian",2,44 min
887,https://www.zomato.com/hyderabad/chinese-kitchen-1-dilsukhnagar,Chinese Kitchen,3.7,₹100 for one,"Chinese, Seafood, North Indian, Mughlai",4,48 min
888,https://www.zomato.com/hyderabad/sandwich-fun-1-rtc-x-roads,Sandwich Fun,3.2,₹100 for one,"Sandwich, Fast Food",2,60 min
889,https://www.zomato.com/hyderabad/vip-tasty-foods-dilsukhnagar,Vip Tasty Foods,3.3,₹100 for one,Andhra,1,44 min
890,https://www.zomato.com/hyderabad/house-of-burger-nampally,House Of Burger,4.2,₹100 for one,"Lebanese, Pizza, Burger, Sandwich, Fast Food, Desserts, Beverages",7,39 min
891,https://www.zomato.com/hyderabad/rasoi-pure-veg-dhaba-koti,Rasoi Pure Veg Dhaba,3.4,₹100 for one,"North Indian, Chinese, Biryani",3,51 min
892,https://www.zomato.com/hyderabad/savera-hotel-chandrayanagutta,Savera Hotel,3.9,₹100 for one,North Indian,1,49 min
893,https://www.zomato.com/hyderabad/biryani-expres-dilsukhnagar,Biryani Expres,3.8,₹100 for one,Chinese,1,44 min
894,https://www.zomato.com/hyderabad/ss-restaurant-dilsukhnagar,SS Restaurant,-,₹100 for one,"Biryani, Chinese",2,38 min
895,https://www.zomato.com/hyderabad/sandwich-box-malakpet,Sandwich Box,4.3,₹100 for one,"Sandwich, Fast Food, North Indian",3,37 min
896,https://www.zomato.com/hyderabad/rasna-buzz-lakdikapul,Rasna Buzz,3.6,₹100 for one,"Beverages, Fast Food, Burger, Pizza, Momos",5,43 min
897,https://www.zomato.com/hyderabad/blue-nile-2-dining-takeaway-kacheguda,Blue Nile 2 Dining & Takeaway,3.9,₹150 for one,"North Indian, Mughlai, Chinese",3,39 min
898,https://www.zomato.com/hyderabad/mini-food-court-dilsukhnagar,Mini Food Court,3.7,₹150 for one,South Indian,1,44 min
899,https://www.zomato.com/hyderabad/al-barka-al-arabia-cafeteria-nadurgul,Al Barka-Al Arabia Cafeteria,New,₹150 for one,"Fast Food, Shawarma, Sandwich, Burger",4,54 min
900,https://www.zomato.com/hyderabad/good-cakes-masab-tank,Good Cakes,-,₹150 for one,Bakery,1,49 min
901,https://www.zomato.com/hyderabad/99-chicken-meal-dilsukhnagar,99 Chicken Meal,3.5,₹150 for one,"South Indian, Andhra",2,44 min
902,https://www.zomato.com/hyderabad/cake-wala-masab-tank,Cake Wala,-,₹150 for one,"Bakery, Desserts, Shake, Ice Cream",4,49 min
903,https://www.zomato.com/hyderabad/sri-bhagyalaxmi-dhaba-2-koti,Sri Bhagyalaxmi Dhaba-2,-,₹150 for one,"North Indian, Chinese",2,27 min
904,https://www.zomato.com/hyderabad/shawarmaz-lakdikapul,Shawarma'z,3.9,₹150 for one,Shawarma,1,57 min
905,https://www.zomato.com/hyderabad/biryani-box-dilsukhnagar,Biryani Box,New,₹150 for one,"Biryani, Mughlai",2,45 min
906,https://www.zomato.com/hyderabad/chak-de-pizza-abids,Chak De Pizza,3.0,₹150 for one,"Pizza, Fast Food, Chinese, Shake, Beverages",5,45 min
907,https://www.zomato.com/hyderabad/the-bubble-tea-project-koti,The Bubble Tea Project,3.2,₹150 for one,"Bubble Tea, Coffee, Beverages",3,41 min
908,https://www.zomato.com/hyderabad/hyderabad-caffe-mehdipatnam,Hyderabad Caffe,New,₹150 for one,"Fast Food, Beverages, Shake, Coffee",4,50 min
909,https://www.zomato.com/hyderabad/al-azaan-restaurant-lakdikapul,Al Azaan Restaurant,3.7,₹250 for one,"Rolls, Shawarma",2,54 min
910,https://www.zomato.com/hyderabad/varaahi-tiffins-dilsukhnagar,Varaahi Tiffins,-,₹250 for one,South Indian,1,48 min
911,https://www.zomato.com/hyderabad/goduma-rava-upma-100-rakalu-dilsukhnagar,Goduma Rava Upma 100 Rakalu,4.0,₹250 for one,Hyderabadi,1,48 min
912,https://www.zomato.com/hyderabad/staters-for-telangana-ramanthapur,Staters For Telangana,New,₹250 for one,"North Indian, South Indian",2,44 min
913,https://www.zomato.com/hyderabad/svs-vegetarian-restaurant-begum-bazaar,SVS Vegetarian Restaurant,-,₹250 for one,"North Indian, South Indian, Chinese, Biryani",4,33 min
914,https://www.zomato.com/hyderabad/andhra-chinthakaya-avakaya-nimmakaya-specaily-mixed-rice-center-saroor-nagar,Andhra Chinthakaya Avakaya Nimmakaya  Specaily Mixed Rice Center,4.3,₹250 for one,Andhra,1,44 min
915,https://www.zomato.com/hyderabad/specially-house-foods-dilsukhnagar,Specially House Foods,4.4,₹250 for one,"South Indian, Andhra",2,49 min
916,https://www.zomato.com/hyderabad/zee-n-cafe-amberpet,Zee N Cafe,-,₹250 for one,"Sandwich, Momos, Pizza, Burger, Fast Food, Street Food",6,55 min
917,https://www.zomato.com/hyderabad/jumbo-sandwich-musheerabad,Jumbo Sandwich,-,₹250 for one,"Sandwich, Fast Food",2,48 min
918,https://www.zomato.com/hyderabad/spicy-food-court-falaknuma,Spicy Food Court,New,₹250 for one,"North Indian, Mughlai, Chinese",3,38 min
919,https://www.zomato.com/hyderabad/homely-kitchen-2-saroor-nagar,Homely Kitchen,New,₹250 for one,Andhra,1,45 min
920,https://www.zomato.com/hyderabad/snack-city-rtc-x-roads,Snack City,-,₹250 for one,"Wraps, Pizza, Fast Food, Sandwich, Beverages",5,51 min
921,https://www.zomato.com/hyderabad/roostys-1-dilsukhnagar,Roostys,3.5,₹150 for one,"Fast Food, Beverages",2,46 min
922,https://www.zomato.com/hyderabad/fruitphall-narayanguda,Fruitphall,3.8,₹150 for one,"Healthy Food, Salad",2,41 min
923,https://www.zomato.com/hyderabad/telugu-vari-nonveg-veg-ruchulu-dilsukhnagar,Telugu Vari Nonveg Veg Ruchulu,3.9,₹150 for one,South Indian,1,49 min
924,https://www.zomato.com/hyderabad/new-satyanarayan-mithai-bhandar-begum-bazaar,New Satyanarayan Mithai Bhandar,4.2,₹150 for one,"Mithai, Desserts",2,26 min
925,https://www.zomato.com/hyderabad/dorababu-pulao-dilsukhnagar,Dorababu Pulao,-,₹150 for one,"South Indian, Shawarma",2,43 min
926,https://www.zomato.com/hyderabad/anand-paan-shop-nampally,Anand Paan Shop,-,₹150 for one,Paan,1,38 min
927,https://www.zomato.com/hyderabad/biryani-on-fire-himayath-nagar,Biryani On Fire,-,₹150 for one,"Chinese, Biryani",2,52 min
928,https://www.zomato.com/hyderabad/small-mixed-rice-veg-non-veg-dilsukhnagar,Small Mixed Rice Veg Non Veg,3.6,₹150 for one,"South Indian, North Indian",2,44 min
929,https://www.zomato.com/hyderabad/simply-homestyle-dilsukhnagar,Simply Homestyle,New,₹150 for one,"South Indian, Desserts",2,42 min
930,https://www.zomato.com/hyderabad/feng-shui-local-dabha-dilsukhnagar,Feng Shui Local Dabha,New,₹150 for one,"North Indian, Mughlai, Chinese, Fast Food",4,49 min
931,https://www.zomato.com/hyderabad/the-cold-corner-narayanguda,The Cold Corner,-,₹150 for one,"Beverages, Tea, Coffee, Shake",4,45 min
932,https://www.zomato.com/hyderabad/m-s-nahari-malai-paya-charminar,M.S Nahari & Malai Paya,-,₹150 for one,"Hyderabadi, Pakistani",2,30 min
933,https://www.zomato.com/hyderabad/patiala-on-the-rocks-abids,Patiala On The Rocks,2.6,₹150 for one,"Beverages, Fast Food, Shake",3,46 min
934,https://www.zomato.com/hyderabad/family-homely-restaurant-dilsukhnagar,Family  Homely Restaurant,4.3,₹150 for one,"South Indian, North Indian",2,49 min
935,https://www.zomato.com/hyderabad/big-basket-meals-currypoint-and-mess-dilsukhnagar,Big Basket Meals Currypoint And Mess,3.4,₹150 for one,South Indian,1,45 min
936,https://www.zomato.com/hyderabad/shawarma-palace-dilsukhnagar,Shawarma Palace,3.4,₹150 for one,"Shawarma, Fast Food, Beverages",3,47 min
937,https://www.zomato.com/hyderabad/meal-for-doragariki-dilsukhnagar,Meal For Doragariki,New,₹150 for one,North Indian,1,47 min
938,https://www.zomato.com/hyderabad/a-bowl-affair-narayanguda,A Bowl Affair,3.7,₹150 for one,"North Indian, Salad, Fast Food, Chinese, Beverages, Shake",6,51 min
939,https://www.zomato.com/hyderabad/prathi-roju-inti-meals-curries-dilsukhnagar,Prathi Roju Inti Meals Curries,4.4,₹150 for one,South Indian,1,52 min
940,https://www.zomato.com/hyderabad/bismillah-hotel-2-mehdipatnam,Bismillah Hotel,3.1,₹150 for one,Hyderabadi,1,51 min
941,https://www.zomato.com/hyderabad/rani-gari-chicken-fry-raju-gari-bagara-rice-center-1-dilsukhnagar,Rani Gari Chicken Fry Raju Gari Bagara Rice Center,3.5,₹150 for one,South Indian,1,48 min
942,https://www.zomato.com/hyderabad/vip-tasty-bagara-rice-steamed-rice-dilsukhnagar,VIP Tasty Bagara Rice Steamed Rice,4.3,₹150 for one,"South Indian, Andhra",2,48 min
943,https://www.zomato.com/hyderabad/ujwala-foods-1-narayanguda,Ujwala Foods,-,₹150 for one,"South Indian, Maharashtrian",2,42 min
944,https://www.zomato.com/hyderabad/waffle-world-food-rtc-x-roads,Waffle World Food,New,₹150 for one,"Waffle, Desserts, Fast Food, Shawarma, Street Food, Beverages",6,46 min
945,https://www.zomato.com/hyderabad/lebanese-bites-2-lakdikapul,Lebanese Bites,-,₹250 for one,"Pizza, Wraps, Burger, Sandwich, Fast Food, Salad, Kebab",7,69 min
946,https://www.zomato.com/hyderabad/jembo-pack-homely-meal-saroor-nagar,Jembo Pack Homely Meal,3.0,₹250 for one,North Indian,1,49 min
947,https://www.zomato.com/hyderabad/sri-lakshmi-restaurant-and-bar-musheerabad,Sri Lakshmi Restaurant And Bar,3.0,₹250 for one,"North Indian, Seafood, Chinese, Street Food, Kebab, Biryani, Rolls",7,48 min
948,https://www.zomato.com/hyderabad/dear-friends-curry-points-dilsukhnagar,Dear Friends Curry Points,4.3,₹250 for one,South Indian,1,44 min
949,https://www.zomato.com/hyderabad/fries-corn-more-narayanguda,Fries Corn & More,2.8,₹250 for one,Fast Food,1,52 min
950,https://www.zomato.com/hyderabad/bachelor-burgers-rtc-x-roads,Bachelor Burgers,2.9,₹250 for one,"Fast Food, Burger, Pizza",3,50 min
951,https://www.zomato.com/hyderabad/biryani-in-midnight-dilsukhnagar,Biryani In Midnight,-,₹250 for one,"Biryani, Chinese",2,57 min
952,https://www.zomato.com/hyderabad/cake-le-gateau-galerie-dilsukhnagar,Cake - Le Gateau Galerie,-,₹250 for one,Bakery,1,45 min
953,https://www.zomato.com/hyderabad/qb-fast-food-centre-charminar,QB Fast Food Centre,New,₹250 for one,Chinese,1,25 min
954,https://www.zomato.com/hyderabad/rama-homely-currypoint-dilsukhnagar,Rama Homely Currypoint,New,₹250 for one,"South Indian, Hyderabadi",2,44 min
955,https://www.zomato.com/hyderabad/bagara-rice-and-curries-center-dilsukhnagar,Bagara Rice And Curries Center,3.4,₹250 for one,Andhra,1,46 min
956,https://www.zomato.com/hyderabad/jupiters-neelam-bar-restaurant-kacheguda,Jupiters Neelam Bar & Restaurant,-,₹250 for one,"North Indian, Chinese",2,37 min
957,https://www.zomato.com/hyderabad/sir-gari-house-foods-dilsukhnagar,Sir Gari House Foods,3.3,₹200 for one,"South Indian, North Indian, Chinese",3,48 min
958,https://www.zomato.com/hyderabad/roti-point-box-pack-dilsukhnagar,Roti Point Box Pack,3.3,₹200 for one,"North Indian, South Indian",2,43 min
959,https://www.zomato.com/hyderabad/currypoint-foods-of-shathamana-bavathi-dilsukhnagar,Currypoint Foods Of Shathamana Bavathi,3.2,₹200 for one,South Indian,1,44 min
960,https://www.zomato.com/hyderabad/20x20-curry-and-meals-point-dilsukhnagar,20x20 Curry And Meals Point,3.7,₹200 for one,South Indian,1,46 min
961,https://www.zomato.com/hyderabad/the-burger-life-dilsukhnagar,The Burger Life,3.5,₹200 for one,"Fast Food, Burger",2,54 min
962,https://www.zomato.com/hyderabad/khichdi-khazana-pure-ghee-khichdi-necklace-road,Khichdi Khazana - Pure Ghee Khichdi,-,₹200 for one,"North Indian, Street Food, Healthy Food, Fast Food",4,65 min
963,https://www.zomato.com/hyderabad/andhra-homely-meal-saroor-nagar,Andhra Homely Meal,3.3,₹200 for one,"South Indian, Andhra",2,46 min
964,https://www.zomato.com/hyderabad/the-shahanis-rtc-x-roads,The Shahani's,-,₹200 for one,"Chinese, Sichuan",2,48 min
965,https://www.zomato.com/hyderabad/mon-amour-1-himayath-nagar,Mon Amour,-,₹200 for one,"Cafe, Coffee, Shake, Beverages, Desserts, Pizza, Pasta, Momos",8,59 min
966,https://www.zomato.com/hyderabad/mocktails-and-fries-koti,Mocktails And Fries,New,₹200 for one,"Fast Food, Sandwich, Momos, Beverages",4,31 min
967,https://www.zomato.com/hyderabad/liver-bagara-meal-dilsukhnagar,Liver Bagara Meal,4.2,₹200 for one,South Indian,1,48 min
968,https://www.zomato.com/hyderabad/tinky-restaruant-begum-bazaar,Tinky Restaruant,-,₹200 for one,"South Indian, Seafood, Chinese, Biryani",4,50 min
969,https://www.zomato.com/hyderabad/dosha-and-ponganalu-point-veg-nonveg-saroor-nagar,Dosha And Ponganalu Point Veg Nonveg,4.0,₹100 for one,South Indian,1,48 min
970,https://www.zomato.com/hyderabad/tree-house-multi-cuisine-family-restaurant-saroor-nagar,Tree House Multi Cuisine Family Restaurant,New,₹100 for one,"North Indian, South Indian, Mughlai, Chinese, Shawarma, Biryani, Desserts, Beverages",8,47 min
971,https://www.zomato.com/hyderabad/mc-pen-pasta-boiguda-secunderabad,MC Pen Pasta,-,₹100 for one,Pasta,1,50 min
972,https://www.zomato.com/hyderabad/non-veg-and-veg-bojanam-dilsukhnagar,Non Veg  And Veg Bojanam,3.6,₹100 for one,"Andhra, Street Food",2,44 min
973,https://www.zomato.com/hyderabad/veg-and-non-veg-curry-bazar-dilsukhnagar,Veg And Non Veg Curry Bazar,4.1,₹100 for one,South Indian,1,44 min
974,https://www.zomato.com/hyderabad/south-indian-meal-veg-nonveg-dilsukhnagar,South Indian Meal Veg Nonveg,3.3,₹100 for one,South Indian,1,44 min
975,https://www.zomato.com/hyderabad/nonveg-homely-curry-point-1-dilsukhnagar,Nonveg Homely Curry Point,3.5,₹100 for one,South Indian,1,53 min
976,https://www.zomato.com/hyderabad/bullet-bandi-curry-point-dilsukhnagar,Bullet Bandi Curry Point,3.2,₹100 for one,"South Indian, North Indian",2,44 min
977,https://www.zomato.com/hyderabad/punti-kura-pappu-dal-annam-very-tastly-dilsukhnagar,Punti Kura Pappu Dal Annam Very Tastly,3.3,₹100 for one,"Andhra, South Indian",2,50 min
978,https://www.zomato.com/hyderabad/non-veg-curry-restaurant-dilsukhnagar,Non Veg Curry Restaurant,3.9,₹100 for one,Andhra,1,48 min
979,https://www.zomato.com/hyderabad/mohan-dhaba-begum-bazaar,Mohan Dhaba,-,₹100 for one,"North Indian, Biryani, Salad, Chinese",4,43 min
980,https://www.zomato.com/hyderabad/empires-mandi-house-masab-tank,Empire's Mandi House,New,₹100 for one,"Mandi, Desserts",2,45 min
981,https://www.zomato.com/hyderabad/ekathva-restaurant-koti,Ekathva Restaurant,New,₹200 for one,"North Indian, Chinese",2,34 min
982,https://www.zomato.com/hyderabad/mughlai-homely-kitchen-malakpet,Mughlai Homely Kitchen,3.1,₹200 for one,North Indian,1,47 min
983,https://www.zomato.com/hyderabad/chinese-house-saroor-nagar,Chinese House,New,₹200 for one,"North Indian, Chinese, Kebab, Seafood, Street Food, Shake, Coffee, Beverages",8,35 min
984,https://www.zomato.com/hyderabad/down-town-restaurant-cafeteria-2-masab-tank,Down Town Restaurant & Cafeteria,New,₹200 for one,"Wraps, Fast Food",2,46 min
985,https://www.zomato.com/hyderabad/100-rakhala-inti-bojanam-dilsukhnagar,100 Rakhala Inti Bojanam,3.6,₹200 for one,"Street Food, Andhra",2,40 min
986,https://www.zomato.com/hyderabad/chapathi-and-pulka-center-dilsukhnagar,Chapathi And Pulka Center,3.8,₹200 for one,"South Indian, Street Food",2,40 min
987,https://www.zomato.com/hyderabad/ilahi-naan-musheerabad,Ilahi Naan,New,₹200 for one,South Indian,1,41 min
988,https://www.zomato.com/hyderabad/homely-meal-dilsukhnagar,Homely Meal,2.8,₹200 for one,"South Indian, Chinese",2,39 min
989,https://www.zomato.com/hyderabad/quality-foods-nampally,Quality Foods,New,₹200 for one,Bakery,1,35 min
990,https://www.zomato.com/hyderabad/specially-really-house-foods-dilsukhnagar,Specially Really House Foods,3.6,₹200 for one,"North Indian, Mughlai",2,43 min
991,https://www.zomato.com/hyderabad/arabian-delight-masab-tank,Arabian Delight,3.8,₹200 for one,"Arabian, Wraps, Burger, Pizza",4,54 min
992,https://www.zomato.com/hyderabad/arabian-restro-chandrayanagutta,Arabian Restro,New,₹200 for one,"Shawarma, Fast Food, Sandwich, Burger",4,48 min
993,https://www.zomato.com/hyderabad/dannyz-pizzeria-2-mehdipatnam,Danny'z Pizzeria,3.6,₹200 for one,"Pizza, Fast Food, Desserts, Shake, Beverages",5,55 min
994,https://www.zomato.com/hyderabad/kutumbha-curry-meals-dilsukhnagar,Kutumbha Curry & Meals,4.0,₹200 for one,South Indian,1,42 min
995,https://www.zomato.com/hyderabad/mini-mixed-rice-50k-dilsukhnagar,Mini Mixed Rice 50K,3.5,₹200 for one,"South Indian, North Indian, Street Food",3,38 min
996,https://www.zomato.com/hyderabad/crisp-n-spice-rtc-x-roads,Crisp N Spice,3.2,₹200 for one,Street Food,1,46 min
997,https://www.zomato.com/hyderabad/radhe-radhe-tiffins-rice-bowls-malakpet,Radhe Radhe Tiffins & Rice Bowls,-,₹200 for one,"South Indian, Street Food",2,40 min
998,https://www.zomato.com/hyderabad/cuppa-the-kitchen-himayath-nagar,Cuppa The Kitchen,3.7,₹200 for one,North Indian,1,57 min
999,https://www.zomato.com/hyderabad/maggi-house-narayanguda,Maggi House,3.8,₹200 for one,"Fast Food, Beverages",2,43 min
1000,https://www.zomato.com/hyderabad/grill-tandoori-shawarma-1-rajendra-nagar,Grill Tandoori Shawarma,3.6,₹200 for one,"Pizza, Fast Food, Shawarma",3,49 min
1001,https://www.zomato.com/hyderabad/madam-gari-telangana-foods-dilsukhnagar,Madam Gari Telangana Foods,3.1,₹200 for one,"South Indian, Andhra",2,46 min
1002,https://www.zomato.com/hyderabad/royal-meal-and-curries-dilsukhnagar,Royal Meal And Curries,3.3,₹200 for one,"South Indian, Andhra, North Indian, Street Food",4,45 min
1003,https://www.zomato.com/hyderabad/pandeys-punjabi-parathas-9-inch-parathas-rani-gunj-secunderabad,Pandey's Punjabi Parathas - 9 Inch Parathas,-,₹200 for one,"North Indian, Fast Food",2,51 min
1004,https://www.zomato.com/hyderabad/small-office-meal-and-mess-dilsukhnagar,Small Office Meal And Mess,4.0,₹200 for one,South Indian,1,43 min
1005,https://www.zomato.com/hyderabad/pulao-king-dilsukhnagar,Pulao King,3.6,₹250 for one,"Andhra, South Indian",2,42 min
1006,https://www.zomato.com/hyderabad/al-maskat-mandi-malakpet,Al Maskat Mandi,3.5,₹250 for one,"Mandi, North Indian",2,42 min
1007,https://www.zomato.com/hyderabad/bhukkad-ki-biryani-double-masala-guaranteed-rani-gunj-secunderabad,Bhukkad Ki Biryani - Double Masala Guaranteed!,-,₹250 for one,"Biryani, North Indian",2,50 min
1008,https://www.zomato.com/hyderabad/andhra-rani-andhra-dhoragari-ruchulu-saroor-nagar,Andhra Rani Andhra Dhoragari Ruchulu,3.7,₹250 for one,"South Indian, Hyderabadi",2,39 min
1009,https://www.zomato.com/hyderabad/staters-veg-and-nonveg-telugu-vari-dilsukhnagar,Staters Veg And Nonveg Telugu Vari,3.3,₹250 for one,"North Indian, Mughlai",2,41 min
1010,https://www.zomato.com/hyderabad/keshavam-family-restaurant-kacheguda,Keshavam Family Restaurant,4.0,₹250 for one,"South Indian, North Indian, Biryani, Chinese, Fast Food, Street Food, Desserts, Beverages",8,43 min
1011,https://www.zomato.com/hyderabad/rizq-house-nadurgul,RIZQ House,New,₹250 for one,Chinese,1,44 min
1012,https://www.zomato.com/hyderabad/bawarchi-shawarma-rajendra-nagar,Bawarchi Shawarma,3.0,₹250 for one,Shawarma,1,45 min
1013,https://www.zomato.com/hyderabad/godavari-foods-rtc-x-roads,Godavari Foods,-,₹250 for one,"South Indian, Chinese",2,53 min
1014,https://www.zomato.com/hyderabad/chizza-pizza-boiguda-secunderabad,Chizza Pizza,-,₹250 for one,Pizza,1,40 min
1015,https://www.zomato.com/hyderabad/bar-house-and-restaurant-khairatabad,Bar House And Restaurant,-,₹250 for one,"Hyderabadi, North Indian, Seafood, Biryani, Mughlai, Chinese, Kebab",7,44 min
1016,https://www.zomato.com/hyderabad/nukkad-food-court-charminar,Nukkad Food Court,New,₹250 for one,"North Indian, Street Food",2,23 min
1017,https://www.zomato.com/hyderabad/khatmandu-momos-lakdikapul,Khatmandu Momo's,New,₹150 for one,Momos,1,44 min
1018,https://www.zomato.com/hyderabad/dbs-dum-pukht-biryanis-boiguda-secunderabad,DB's - Dum Pukht Biryani's,3.1,₹150 for one,Biryani,1,51 min
1019,https://www.zomato.com/hyderabad/al-jabami-arabian-mandi-malakpet,Al Jabami Arabian Mandi,-,₹150 for one,Mandi,1,39 min
1020,https://www.zomato.com/hyderabad/amma-cheti-currys-point-kothapet,Amma Cheti Currys Point,2.9,₹150 for one,South Indian,1,40 min
1021,https://www.zomato.com/hyderabad/ragi-java-veg-non-veg-dilsukhnagar,Ragi Java Veg Non Veg,4.3,₹150 for one,South Indian,1,46 min
1022,https://www.zomato.com/hyderabad/50k-mei-inti-vanta-dilsukhnagar,50k Mei Inti Vanta,4.0,₹150 for one,"South Indian, North Indian",2,39 min
1023,https://www.zomato.com/hyderabad/friday-kitchen-dilsukhnagar,Friday Kitchen,New,₹150 for one,Andhra,1,45 min
1024,https://www.zomato.com/hyderabad/tortilla-wraps-rolls-boiguda-secunderabad,Tortilla - Wraps & Rolls,3.3,₹150 for one,Wraps,1,45 min
1025,https://www.zomato.com/hyderabad/kadupuninda-veg-nonveg-dilsukhnagar,Kadupuninda Veg Nonveg,New,₹150 for one,South Indian,1,40 min
1026,https://www.zomato.com/hyderabad/dark-house-2-dilsukhnagar,Dark House,New,₹150 for one,"North Indian, Biryani, Chinese",3,38 min
1027,https://www.zomato.com/hyderabad/great-food-company-abids,Great Food Company,-,₹150 for one,North Indian,1,31 min
1028,https://www.zomato.com/hyderabad/momo-street-abids,Momo Street,3.3,₹150 for one,"Rolls, North Indian, Shake, Street Food, Fast Food",5,34 min
1029,https://www.zomato.com/hyderabad/curries-for-sale-ts-home-tasty-dilsukhnagar,Curries For Sale Ts Home Tasty,4.0,₹100 for one,"South Indian, North Indian, Street Food",3,39 min
1030,https://www.zomato.com/hyderabad/eat-with-fun-4-rtc-x-roads,Eat With Fun,3.5,₹100 for one,"Pizza, Burger, Shake, Street Food",4,68 min
1031,https://www.zomato.com/hyderabad/mozarella-dudes-abids,Mozarella Dudes,3.7,₹100 for one,"Pizza, Sandwich, Fast Food",3,53 min
